source_db,id,doi,item_type,title,authors,year,abstract,keywords,citedby_count,journal_or_venue,affiliation_country,task,rev_task,Ad_Rob_Imp,Res_Decon,Direct_App
Scopus,2-s2.0-85103128669,10.1016/j.jobe.2021.102413,Article,Modeling working shifts in construction projects using an agent-based approach to minimize the spread of COVID-19,"Araya, Felipe",2021,"© 2021 Elsevier LtdThe spread of COVID-19 has modified how we relate with other people and our built environment, changing from in-person to primarily virtual activities. However, some activities are impossible to be virtually performed, such as construction activities. Consequently, the construction industry has been highly impacted by the pandemic due to COVID-19. In response to the impacts of the pandemic, the construction sector must identify alternatives that can minimize the spread of COVID-19 among workers in construction projects. Given this context, this study explores the alternative of managing the workforce of construction projects using multiple working shifts as multiple shifts may reduce construction workers' density in the field, and with that, reducing the probabilities to spread COVID-19 among workers. This study presents an agent-based modeling approach to assess the impact of using two shifts to reduce the spread of COVID19 among construction workers. The model is supported by data found in the literature to simulate workers’ behavior regarding multiple shifts and by international institutions to simulate the pandemic context through multiple scenarios. This study found that the more workers are assigned to a night shift during a project, the higher the average number of workers classified as healthy (i.e., without COVID-19) is going to be. Namely, by assigning approximately half of the workers involved in a project to a night shift, the average number of healthy workers can be increased by 20% on a project. Quantifying the impact of alternatives that may reduce the spread of COVID-19 among construction workers can incentivize the implementation of such alternatives by construction managers. This study contributes to quantifying the benefits of using multiple working shifts to minimize the spread of COVID-19 among construction workers.",Agent-based modeling; Construction; COVID-19; Working shifts,42,Journal of Building Engineering,Chile,sco_rob_be,sco_rob_be,0,0,0
Scopus,2-s2.0-105011293049,10.12820/rbafs.26e0228,Review,National guidelines for physical activity in early childhood in American countries: a scoping review,"Guerra, Paulo Henrique;de Souza Filho, Anastácio Neco;Hardman, Carla Menêses;Martins, Clarice Lucena;Queiroz, Daniel da Rocha;da Silva, Larissa Rosa;Sandreschi, Paula Fabricio;Wanderley Junior, Rildo de Souza;Umpierre, Daniel;de Barros, Mauro Virgilio Gomes",2021,"© 2021, Brazilian Society of Physical Activity and Health. All rights reserved.Our aim was to identify and analyze national guides with recommendations for physical activity for early childhood in the countries of the American continent. A scoping review was carried out on the websites of the national education, sport, and/or health agencies of the 36 American countries, on the Google website, and through contact with professionals. The synthesis was developed from the exploration of the material, looking for approaches and recommendations in the domains “benefits”, “dose”, “types and examples”, “practice guidelines” and “sedentary behavior”. From 21 documents initially assessed, four composed the synthesis (Canada, Chile, United States and Uruguay). All included guides converged on recommendations about the importance of physical activity for weight control and healthy growth and development (e.g., benefits domain); the importance of children being physically active at various times of the day, highlighting the provision of “joyful, safe, supervised, and age-appropriate physical activity” and “participation in structured-play activities” (e.g., types and examples domain); support for the provision of “fun, safe, supervised, and age-appropriate physical activity” (e.g., types and examples domain) and the support from parents or caregivers to stimulate activities that encourage responsibility and autonomy (e.g., practice orientation domain). Finally, considering that strategies to promote physical activity involve addressing individual and contextual factors, it is important that future national guides for physical activity involve recommendations in domains that are determinants of physical activity in this age group, such as support from primary caregivers and the built environment, in its access and possibilities.",Health promotion; Physical activity; Public policy; Review,0,Revista Brasileira De Atividade Fisica E Saude,Brazil;Brazil;Brazil;Brazil;Brazil;Brazil;Brazil,sco_rob_be,sco_rob_be,0,0,0
Scopus,2-s2.0-85118550548,10.1145/3469410.3469435,Conference Paper,Fused Twins: A Cognitive Approach to Augmented Reality Media Architecture,"Grübel, Jascha;Gath-Morad, Michal;Aguilar, Leonel;Thrash, Tyler;Sumner, Robert W.;Hölscher, Christoph;Schinazi, Victor",2021,"© 2021 Owner/Author.Recent advances in Augmented Reality (AR), the Internet of Things (IoT), cloud computing, and Digital Twins transform the types, rates, and volume of information generated in buildings as well as the mediums through which they can be perceived by users. These advances push the standard approach of media architecture to embed screens in the built environment to its limits because screens lack the immersive capacity that newer media afford. To bridge this gap, we propose a novel AR approach to media architecture that uses a Digital Twin as a platform for structuring and accessing data from various sources, including IoT and simulations. Our technical contribution to media architecture is threefold. First, we extend the possibilities of media architecture beyond embedded screens to three dimensions by presenting a Digital Twin using AR with a head-mounted display. This approach results in a shared and consistent augmented experience across large architectural spaces. Second, we use the Digital Twin to integrate and visualize real physical sensor information. Third, we make artificial occupancy simulations accessible to everyday users by presenting them within their natural context in the Digital Twin. Observing the Digital Twin in situ of the Physical Twin also has applications beyond media architecture. Fusing the two twins using AR can reduce the cognitive load of users from consuming big and complex information sources and enhance their experience. We present two use cases of the proposed Fused Twins in a university building at ETH Zürich. In the first use case, we visualize a dense indoor sensor network (DISN) with 390 IoT sensors that collected data from March 2020 to May 2021. In the second use case, we immerse visitors in agent-based simulations to enable insights into the real and projected uses of space. This work brings forward an ambitious vision for media architecture beyond traditional flat screens, and showcases its potential through fusing state of the art simulations, sensor data integration and augmented reality, finally making the jump from fiction to reality.",Agent-Based Modeling; Augmented Reality; Data-Driven Design; Dense Indoor Sensor Networks; Digital Twin; Fused Twins; Physical Twin,17,ACM International Conference Proceeding Series,Switzerland;United States;Australia,sco_rob_be,sco_rob_be,0,0,0
Scopus,2-s2.0-85115869315,10.5194/isprs-archives-XLIII-B3-2021-285-2021,Conference Paper,Research on the network map service technology of remote sensing image intelligent conversion based on gan model,"Tang, D.;Huang, W.;Zha, Z.;Yang, J.;Zhou, X.;Wang, C.",2021,"© 2021 International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives. All rights reserved.Based on an improved generative adversarial networks algorithm (CGAN), this paper explores a technical way to realize map transformation through autonomous learning and training of remote sensing images. Just skip the trial process vector data update and cumbersome process of mapping the basic map elements can be automatically transform, the image on the main streets and typical rules of construction material, can achieve automatic identification and transformation, greatly shorten the tile map production and update cycle, improve the efficiency of the network map service quality. The results of the test platform have proved that it can be applied to a certain extent and can basically meet the requirements of network map production.",GAN(Generative Adversarial Networks); Intelligent conversion; Remote sensing image; The network map,2,International Archives of the Photogrammetry Remote Sensing and Spatial Information Sciences ISPRS Archives,China;China,sco_rob_be,sco_rob_be,0,0,0
Scopus,2-s2.0-85107840160,10.3233/SHTI210400,Conference Paper,T-able: An Investigation of Habituating Moving Tables at Home,"Herstad, Jo;Schulz, Trenton W.;Saplacan, Diana",2021,"© 2021 The authors and IOS Press.This paper investigates the philosophical and designerly questions of how the concepts of familiarity, orientation, and habituation can be used to understand a self-moving (semi-autonomous robot) table at home. Tables are familiar habituated objects in domestic settings for people with various abilities. We explore the idea of a self-moving table through the lens of universal design. Phenomenology is applied to get a grip on ways of orienting and being oriented by such habituated familiar objects. Specifically, we investigate how the t-able is used as a telephone table, where the telephone is always charged and in a fixed place on the table. This is an attempt to make the telephone easier to use and relate to at home. The paper aims to inform future robots' design for the independently living elderly by designing robots mainly from natural materials, such as wood. We also discuss similarities and differences between the universal design of the built environment and ICT environments with this paper.",elderly; familiarity; habituation; orientation; phenomenology; t-able; Table; telephones; universal design,0,Studies in Health Technology and Informatics,Norway;Norway,sco_rob_be,sco_rob_be,0,0,0
Scopus,2-s2.0-85114487221,10.1109/IE51775.2021.9486536,Conference Paper,Simulation of Static and Dynamic Evacuation Algorithms in Intelligent Buildings Using Unity3D,"Wachter, Tim;Drogemeier, Justin;Hoffmann, Martin",2021,"© 2021 IEEE.Dynamic escape route guidance in intelligent buildings offers a great opportunity to evacuate buildings more efficiently and safely in comparison to static escape route guidance. A disadvantage of static escape route guidance is that the system is not able to react to temporary events in the building. In a worst-case scenario, the escape route leads directly into the fire or hazard zone. To investigate this risk, two algorithms for building evacuation have been developed. The first algorithm (static), demonstrates the static evacuation from the building. This is designed to demonstrate the behavior based on rescue and escape route planning, which is currently common used in existing and new buildings. The second algorithm (dynamic) shows how evacuation could take place in an intelligent building using an autonomous system. This implies that the evacuation system is able to react dynamically to the hazards (e.g. fire, toxic gases, or blocked corridors) and replan the escape routes in realtime and visualize them to the occupants inside the building. Both algorithms were investigated on the parameters: Escape route blocked, evacuation time, and length of escape path. The comparison of the algorithms was investigated for randomly generated scenarios and scenarios based on domain knowledge. This study has shown that dynamic escape route guidance has a high potential for improving building evacuation in an emergency situation.",Building Evacuation; Emergency Route Guidance; Unity3D,5,2021 17th International Conference on Intelligent Environments Ie 2021 Proceedings,Germany,sco_rob_be,sco_rob_be,0,0,0
Scopus,2-s2.0-85113526896,10.1109/IPDPS49936.2021.00079,Conference Paper,Plex: Scaling parallel lexing with backtrack-free prescanning,"Li, Le;Sato, Shigeyuki;Liu, Qiheng;Taura, Kenjiro",2021,"© 2021 IEEE.Lexical analysis, which converts input text into a list of tokens, plays an important role in many applications, including compilation and data extraction from texts. To recognize token patterns, a lexer incorporates a sequential computation model - automaton as its basic building component. As such, it is considered difficult to parallelize due to the inherent data dependency. Much work has been done to accelerate lexical analysis through parallel techniques. Unfortunately, existing attempts mainly rely on language-specific remedies for input segmentation, which makes it not only tricky for language extension, but also challenging for automatic lexer generation. This paper presents Plex - an automated tool for generating parallel lexers from user-defined grammars. To overcome the inherent sequentiality, Plex applies a fast prescanning phase to collect context information prior to scanning. To reduce the overheads brought by prescanning, Plex adopts a special automaton, which is derived from that of the scanner, to avoid backtracking behavior and exploits data-parallel techniques. The evaluation under several languages shows that the prescanning overhead is small, and consequently Plex is scalable and achieves 9.8-11.5X speedups using 18 threads.",Finite Automaton; Lexical Analysis; Parallelism,3,Proceedings 2021 IEEE 35th International Parallel and Distributed Processing Symposium IPDPS 2021,Japan,sco_rob_be,sco_rob_be,0,0,0
Scopus,2-s2.0-85105996476,10.4271/12-04-01-0004,Article,Self-Driving Car Safety Quantification via Component-Level Analysis,"Vaicenavicius, Juozas;Wiklund, Tilo;Grigaite, Auste;Kalkauskas, Antanas;Vysniauskas, Ignas;Keen, Steve Dale",2021,"© 2021 Wuhan University of Technology. Published by SAE International.In this article, we present a rigorous modular statistical approach for arguing the safety or its insufficiency of an autonomous vehicle through a concrete illustrative example. The methodology relies on making appropriate quantitative studies of the performance of constituent components. We explain the importance of sufficient and necessary conditions at the component level for the overall safety of the vehicle, as well as the cost-saving benefits of the approach. A simple concrete automated braking example studied illustrates how the separate perception system and Operational Design Domain (ODD) statistical analyses can be used to prove or disprove safety at the vehicle level.",AD/ADAS safety quantification; Automated braking; Autonomous driving; ISO21448; Modular safety argumentation; Operational design domain; Residual risk quantification; Safety argumentation; SOTIF; Statistical safety analysis,11,SAE International Journal of Connected and Automated Vehicles,Sweden;Lithuania,sco_rob_be,sco_rob_be,0,0,0
Scopus,2-s2.0-85100572144,10.1002/bate.202000113,Article,TRR 277: Additive manufacturing in construction,"Kloft, Harald;Gehlen, Christoph;Dörfler, Kathrin;Hack, Norman;Henke, Klaudius;Lowke, Dirk;Mainka, Jeldrik;Raatz, Annika",2021,"© 2021, Ernst und Sohn. All rights reserved.TRR 277: additive manufacturing in construction. The construction industry is one of the least digitalised sectors of the economy to date. In contrast to other production sectors, the production of buildings is characterised by individualised construction processes. Digital production techniques from other branches of the economy have not become established in the construction industry because they do not allow the necessary individualisation or are uneconomical. The advantages of additive manufacturing (AM) technologies are that automation and customisation are not contradictory, and 3-D printing builds material only where it is structurally or functionally necessary. Additive manufacturing is therefore both economical and resource-efficient. The DFG Collaborative Research Centre/Transregio TRR 277 of the two universities TU Braunschweig and TU Munich wants to research the technology of additive manufacturing fundamentally for the construction industry and also contribute to the digitisation of the construction industry. This article gives an overview of the goals, structure and methods of the TRR 277 and its three focus areas with its 18 scientific research projects.",(computational/computer-aided) modeling; additive manufacturing in civil engineering; Building materials; concrete 3-D printing; depositing processes; execution of construction works; New Processes/Experimental Techniques; particle bed based 3-D printing processes; process control; robotics; TRR 277,21,Bautechnik,Germany;Germany;Germany,sco_rob_be,sco_rob_be,0,0,0
Scopus,2-s2.0-85102368585,10.1088/1755-1315/655/1/012084,Conference Paper,Remote Sensing and Land Use Management in Nigeria: A Review,"Ajibola, M. O.;Oluwunmi, A. O.;Iroham, C. O.;Ayedun, C. A.",2021,"© Published under licence by IOP Publishing Ltd.Land is essential for man's existence, and its use involves the management and modification of the natural environment into built environments such as recreational, transportation, agricultural, residential, and commercial. The global population increase is exerting more pressure and demand on this limited natural resource. Accompanying man's need is the grievous depletion of the natural environment and the extent of this depletion and conversion has yet to be fully determined by the application of traditional approaches. Therefore, the focus of this study is on how to apply remote sensing principles to land use and its management in Nigeria. Secondary data, the literature on land use, and remote sensing were adopted in the study. The study revealed that in the South West land use for settlements increased from 107.3ha in 1986 to 210.96 in 2003, while other land uses reduced in sizes - cropland (6021ha to 5,351.10ha). In Abuja, urban/built-up land increased from 36.8km2 (1987) to 385.4km2 (2017). The study further revealed that land management, using remote sensing, fosters inventory and management, periodic monitoring, and effective allocation and coordination of land resources. It provides automated techniques for integrating both quantitative and qualitative data in land information management that helps better decision-making processes, efficient policy formulation, and monitoring in land-related problems across local and global scales. The study therefore recommends the integration of remote sensing into land management and policy decision in Nigeria.",Land Use; National Development; Nigeria; Planning; Policy; Remote Sensing,4,Iop Conference Series Earth and Environmental Science,Nigeria,sco_rob_be,sco_rob_be,0,0,0
Scopus,2-s2.0-85104671134,10.13243/j.cnki.slxb.20200104,Article,Design filling index and deformation control of high concrete faced rockfill dam in Xinjiang Uygur Autonomous Region,"Liu, Ying;Li, Jiang;Yang, Yusheng;Peng, Zhaoxuan",2021,"© 2021, China Water Power Press. All right reserved.Based on the construction practice of concrete faced rockfill dam (CFRD) of 100m level and above in Xinjiang Uygur Autonomous Region in recent 30 years, the design filling index of dam body is summarized. Combined with the settlement monitoring data, the influence of dam height, dam building materials, construction filling control standard, rolling construction parameters and operation life on deformation control of high CFRD is analyzed emphatically in this paper. (1) For 100 - 150 m level CFRD in Xinjiang, the settlement rate of the dam body filled with sand gravel is about 0.2% lower than that filled with rockfill, and the dam filled with sand gravel is better than that filled with rockfill from the perspective of deformation control. (2) It is necessary and feasible to increase the design filling relative density from no less than 0.85 to 0.90 for the high concrete face gravel dam with a height of 150 m in the high seismic region. It is very important for dam deformation control to determine the filling standard by replacing the indoor relative density test with the field original large-scale relative density test. (3)It is of great significance to improve the tonnage of construction vibrating roller to control the deformation of CFRD. The construction parameters of 26 t vibrating roller with a thickness of 80 cm and 8 times of rolling generally meet the requirements of the design-filling standard. For high CFRD of 150 m level or above, it is suggested to adopt a larger tonnage-vibrating roller for construction.",Construction rolling parameters; Damming material; Deformation control; Design filling index; High concrete face dam,6,Shuili Xuebao Journal of Hydraulic Engineering,China;China;China,sco_rob_be,sco_rob_be,0,0,0
Scopus,2-s2.0-85089187291,10.1177/8755293020944175,Article,Agent-based model for post-earthquake housing recovery,"Costa, Rodrigo;Haukaas, Terje;Chang, Stephanie E.",2021,"© The Author(s) 2020.A framework of agent-based models for housing recovery is presented and used to investigate post-earthquake recovery in the City of Vancouver, Canada. Housing recovery is modeled for a portfolio of buildings, contrasting with the practice of assessing the reconstruction of buildings in isolation. Thus, the presented approach better captures the effect of competition for resources, infrastructure disruptions, and socioeconomic factors on recovery. The analyses include models for damage, inspection, financing, power infrastructure, and labor/materials for repairs. The presented approach is applied to simulate the recovery of 114,832 residential buildings in 22 neighborhoods in Vancouver. Results indicate that recovery after a strong earthquake will take more than three years. The density of old and rented buildings, and the income and immigration status of the homeowners are shown to be good predictors of the speed of recovery for a neighborhood. Mitigation measures are compared and it is shown that retrofitting the most physically vulnerable buildings or doubling the available workforce are effective at reducing housing recovery times. It is demonstrated that the equity in recovery between low and high socioeconomic status homeowners is improved if mitigation measures are implemented. The results presented in this article can inform disaster recovery plans and mitigation actions in Vancouver and similar communities.",agent-based model; computer simulation; earthquake; housing recovery; object-oriented; Resilience,47,Earthquake Spectra,Canada,sco_rob_be,sco_rob_be,0,0,0
Scopus,2-s2.0-85171161207,10.35490/EC3.2021.185,Conference Paper,NO1S1-A BLOCKCHAIN-BASED DAO PROTOTYPE FOR AUTONOMOUS SPACE,"Hunhevicz, Jens J.;Wang, Hongyang;Hess, Lukas;Hall, Daniel M.",2021,"© 2021, European Council on Computing in Construction (EC3). All rights reserved.We introduce our ongoing research on no1s1 (“noones-one”), a meditation pod that aims to be the first autonomous space. To frame our early thinking, we conceptualize what we call Decentralized Autonomous Space (DAS) as a Decentralized Autonomous Organization (DAO) linked to a physical location. DAOs leverage a combination of Decentralized Ledger Technology (DLT) and the Internet of Things (IoT) to create self-governing coordination mechanisms through smart contracts. Therefore, DAS can self-create and self-manage, and ultimately self-own. DAS is presented as a potentially disruptive paradigm of future housing and infrastructure with wide-ranging implications to the built environment.",,19,Proceedings of the European Conference on Computing in Construction,Switzerland;Switzerland,sco_rob_be,sco_rob_be,0,0,0
Scopus,2-s2.0-85154065087,10.18848/2325-1581/CGP/v15i02/67-111,Article,Photography as a Construction Material beyond its Ornamental Potential,"Pérez, Carlos Chacón",2021,"© Common Ground Research Networks, Carlos Chacón Pérez, All Rights Reserved.This article explores the relationship of architectural skins with images when its matter includes photography, upgrading its level of information beyond regular tectonics, interfering with observer’s perception by fusion. Herzog & de Meuron developed a series of projects from 1988 to 1999 where they explored the consequences of different types of images printed on buildings searching for their potential as a constructive material. Only one of their projects dared to build with figurative images in depth—the Eberswalde library that became a perfect case study for researching the result of using figurative informed matter skins as a communication device. According to their complexity as an autonomous language, image-printed skins can be uncoded as artificial textures, encoded as texts, or super-coded as figurative images. The printed facade of the Eberswalde Library modifies the volume’s initial perception through its figurative prints and transmits a message, which intertwines the observer’s haptic experience with their memories according to their interpretation. We reveal through perception techniques the repercussions of super-coded skins, proving their value for design with full understanding of their denoted and connoted interactions with the city, the users, the space; and their tectonics as a tool in architectonic practice beyond their ornamental characteristics.",Architecture; Codes; Herzog & de Meuron; Image; Ornament; Photography,0,International Journal of Visual Design,Taiwan;Spain,sco_rob_be,sco_rob_be,0,0,0
Scopus,2-s2.0-85137891166,10.1016/B978-0-12-822477-9.00009-7,Book Chapter,Automation and robotic technologies in the construction context: research experiences in prefabricated façade modules,"Iturralde, Kepa;Pan, Wen;Linner, Thomas;Bock, Thomas",2021,"© 2022 Elsevier Inc. All rights reserved.In recent years, there has been an increase in robots that perform activities in the built environment. In this chapter, projects were featured as case studies to demonstrate the potential of using automation and robotic technologies to facilitate building façade installation tasks. The Building Energy Renovation Through Timber-Prefabricated Modules (BERTIM) and the Highly automatEd PHysical Achievements and performancES using cable roboTs Unique Systems (HEPHAESTUS) research projects consist of researching, developing and prototyping different automated solutions for the handling of building envelopes in various processes of the installation sequence. The BERTIM research project focuses on building envelope upgrading, automated building façade manufacturing, while the HEPHAESTUS research project is focused on the cable-driven parallel robot for the installation of curtain wall modules. Both projects have proved the potential use of new technologies for the installation of prefabricated envelopes and reduced working time and costs during installation.",automation; end-effector; installation; prefabrication; Robot; time-reduction,8,Rethinking Building Skins Transformative Technologies and Research Trajectories,Germany,sco_rob_be,sco_rob_be,1,1,0
Scopus,2-s2.0-85132586617,10.1061/9780784483893.100,Conference Paper,An Agent-Based Model for Construction Material Management through a Non-Homogeneous Storage System,"Khodabandelu, Ali;Park, Jee Woong",2021,"© 2021 Computing in Civil Engineering 2021 - Selected Papers from the ASCE International Conference on Computing in Civil Engineering 2021. All rights reserved.Construction site layout planning is a crucial job with significant impact on project time, cost, and productivity. It pertains to determining the locations and specifications of equipment units and material storage spots. Despite considerable efforts on location optimization of material storage spots, insufficient attention has been given to their specifications. Most conventional approaches used in previous research are limited, as they do not necessarily optimize factors, such as material transportation time, equipment utilization rate, and task execution flexibility, simultaneously, especially for large construction sites. To overcome these limitations, this study applies agent-based modeling (ABM) to develop a material storage management platform. This platform adopts a non-homogeneous storage system to allow for storing multiple material types in each single storage spot. This enables equipment units to feed from multiple storage spots, which in turn allows for further flexibility in task execution; however, this necessitates an in-depth plan to remove potential collisions between operating units and check material availability at storage spots. The platform is tested against numerous task execution scenarios to eventually find the most efficient material allocations during operation. The simulation's results using a case study of multiple tower cranes and supply locations indicate significant improvement in total schedule time.",,3,Computing in Civil Engineering 2021 Selected Papers from the ASCE International Conference on Computing in Civil Engineering 2021,United States,sco_rob_be,sco_rob_be,0,0,0
Scopus,2-s2.0-85128017422,10.1109/CAC53003.2021.9728050,Conference Paper,Research on automatic conversion algorithm of plate-shaped parts CAD drawings to 3D models based on Revit,"Hui, Zhong;Yi, Qu",2021,"© 2021 IEEEIn order to visually display the construction process of the climbing frame of the building construction protection platform and enrich the content of the construction climbing frame part family, this paper proposes an algorithm for automatically turning over and building a family of plate-shaped climbing frame parts, which is used to generate 3D Autodesk Revit models from AutoCAD 2D drawings of various plate-type components of all-steel attached scaffolding, and form various part family files. In the Revit platform, identify the CAD drawings of the parts, extract the geometric element information such as closed polygons and arcs from the layers, analyze the coordinate position to obtain the closed curve and height of the bottom contour and the number of hole diameter positions, extend the bottom contour of the solid to the required height to obtain the external contour three-dimensional model, use hole information to form hole outline and extend the contour of the hole in a hollow way and use it to cut the external contour model, realize the 3D model building of plate-shaped parts and form plate-shaped part family files. This solution can be used to automatically build 3D models of plate-shaped parts with holes and without holes, improve the efficiency of plate-shaped parts reversal, and lay the foundation for subsequent 3D model building of composite parts. There is certain application value in the field of computer-aided building construction design.",BIM; CAD; plate-shaped part remolding; Revit secondary development,2,Proceeding 2021 China Automation Congress Cac 2021,China,sco_rob_be,sco_rob_be,0,0,0
Scopus,2-s2.0-85126825390,10.2514/6.2021-3211,Conference Paper,Nailed It: Autonomous Roofing with a Nailgun-Equipped Octocopter,"Romano, Matthew;Chen, Yuxin;Kuevor, Prince;Marshall, Owen;Atkins, Ella",2021,"© 2021, American Institute of Aeronautics and Astronautics Inc, AIAA. All rights reserved.This paper presents the first demonstration of autonomous roofing with a multicopter. A DJI S1000 octocopter equipped with an off-the-shelf nailgun was used to secure shingles on an adjustable-slope roof mock-up. The nailgun was modified to allow safe, autonomous triggering from the multicopter through tooltip compression feedback. A mount was designed to adjust the angle to match representative roof slopes. An open-source octocopter autopilot facilitated controller adaptation for the roofing application. An autonomous nailing sequence was developed using smooth trajectories designed to apply prescribed contact forces for reliable nail deployment. Experimental results showed that the system is capable of nailing within a required three centimeter vertical gap on the shingle at 30º roof slope. Extensions to achieve a complete autonomous roofing system are discussed as future work.",,1,AIAA Aviation and Aeronautics Forum and Exposition AIAA Aviation Forum 2021,United States,sco_rob_be,sco_rob_be,1,1,1
Scopus,2-s2.0-85126214731,10.1109/SPIN52536.2021.9566091,Conference Paper,3-D Printer Robot for Civil Construction: A Bond Graph Approach,"Khandelwal, V.;Bhatia, V.;Dogra, V.;Sharma, S.;Chhabra, V.;Singh, R.;Kumar, D.;Bera, T. K.",2021,"© 2021 IEEEIn construction industry, the conventional way of construction of buildings is a costly, time consuming and a labour-intensive job. Besides that, many on-site fatalities happen during the construction activity and the climate can delay construction activity. 3-D printer robot resolves all these problems. Also, it can be used for intricate building designs and for construction of buildings in remote locations or in epidemic situations. The objective of the project is to make an autonomous robot for 3-D printing a simple civil structure. Three lead screws will provide the movement in the vertical as well as in horizontal directions and a nozzle connected to the horizontal lead screw will be used for pouring the construction-material layer by layer. Thereafter, structural analysis using Finite Element Method (FEM) has been done on critical parts like lead screw and top plate. Bond graphs for buggy and overall lead screw system have also been used to analyze the response of the system Furthermore, the wring diagram is also developed and presented in the paper. Future research is required for the development of actual robot for building multi-storied structures, on the design of nozzle and type of material used for pouring.",3-D building printing; bond graph; finite element method; mobile robot,0,Proceedings of the 8th International Conference on Signal Processing and Integrated Networks Spin 2021,India,sco_rob_be,sco_rob_be,0,0,0
Scopus,2-s2.0-85123721757,10.22162/2619-0990-2021-58-6-1154-1164,Article,The 1920s and 1930s Soviet Modernization of Buryat Culture and Household Life Revisited,"Nomogoeva, Viktoriya V.",2021,"© KalmSC RAS, 2021 © Nomogoeva V. V., 2021Introduction. Since the 17th c. as part of the Russian Empire, Buryats found themselves in the sphere of influence of Western secular culture and Orthodox Christianity. Depending on the local natural and climatic conditions, some basic features of agriculture, mining, and Russian culture were introduced into the Buryat economic activities and everyday life, but, in general, the people persisted in their extensive nomadic and semi-nomadic economy and patriarchal culture. In 1923, with the birth of the Buryat-Mongolian Autonomous Soviet Socialist Republic (BMASSR), the processes of transformation of their culture and life began in every sphere of their traditional life, such as economic activities, material culture, family and marriage relations, religious beliefs, public leisure, etc. The article aims to study the processes of modernization of Buryat culture and everyday life at the initial stage of Soviet construction. Materials and methods. Major sources for the study were documents from the State Archives of the Republic of Buryatia; also, published sources and media materials were of great importance for the discussion. In its methodology, the study proceeds from the principles of historicism, consistency, objectivity, and reliability, helpful in approaching the process of Soviet modernization of Buryat culture as a multidimensional, contradictory process, hence avoiding both one-sided criticism and idealization. Results. The undertaken analysis of pertinent media materials and archival sources shows that two stages may be singled out in the Soviet construction in Buryatia. The first stage, that began with the formation of the BMASSR and continued to the late 1920s, was the time of radical transformations introduced in the lifestyle of the Buryats, but, still, their traditional culture and life persisted. They were to finally give up, with the policy of collectivization and the process of settlement of the nomadic Buryats pursued by the Soviet authorities at the next stage marked by Velikii perelom (Great turning point) and the beginning of “militant atheism”, i. e. in the period of intensive construction of a new life and the eradication of traditional lifestyles. The study concludes that the Soviet modernization embraced every aspect of the Buryat society, and its impact was deep, comprehensive, and effective. The project was implemented, with objectives and hopes assigned to it fulfilled.",Buryats; Everyday life; Material culture; Modernization; Public leisure; Soviet power; Transformations,2,Oriental Studies,Russian Federation,sco_rob_be,sco_rob_be,0,0,0
Scopus,2-s2.0-85116657274,10.5659/JAIK.2021.37.9.63,Article,"Development of assessment index for the construction projects of jeju government public building through analytic hierarchy process -Focused on eup, myeon, and dong government office, senior community center, and village community center in jeju-","Kim, Hanjoon;Joo, Hyun Jeong;Jang, Myunghoun",2021,"© 2021, Architectural Institute of Korea. All rights reserved.Under the strengthening of local autonomy and decentralization, government public offices are changing from the existing focus of administrative work and civil service to a hub of local communities that provides various complex functions and spaces such as local economy, society, culture and welfare. However, since there are no legal or institutional regulations for construction of government public building, the plan is based on the will of the responsible departments or local residents, causing problems such as ostentatious buildings and budget waste. Therefore, this study aims to avoid reckless public government building construction projects and contribute to rational and systematic public government building construction projects by deriving assessment index and standards that can be used in the establishment of public government buildings in Jeju. In this study, assessment indexes were classified by surveying and analyzing assessment index for the construction of government public buildings at domestic and abroad, and assessment indexes were derived for government public building construction projects using FGI method. In order to identify the importance of each item, the weight of each item was selected by conducting a survey and AHP analysis on architects, professors, civil servants related to architecture and construction, and researchers. It is expected that the assessment index will be utilized to prevent rational government public buildings and budget abuse by providing basic guidelines necessary for the construction of government public buildings during the planning phase of the government public building construction project, and to determine the appropriateness of project plan.",AHP(Analytic Hierarchy Process); Assessment Index; Checklist; FGI(focus group interview); Government Public Building,0,Journal of the Architectural Institute of Korea,South Korea,sco_rob_be,sco_rob_be,0,0,0
